verse_key,yns,fr
MRK.10.38,"Yɛsu kàtɛn a ba naa: « Bɛ làyöbà anki undiir làlɔɔmà bɛ. Nkye bɛ làn'kwo munwà kɔɔb a mpay in'yànwà mɛ, itàkal naa muwal ndüümà ayin'yàwal mɛ? ».","Jésus leur répondit: Vous ne savez ce que vous demandez. Pouvez-vous boire la coupe que je dois boire, ou être baptisés du baptême dont je dois être baptisé? Nous le pouvons, dirent-ils."
MRK.10.39,"Ba bàtɛn a nde naa: « Bi kan'kwo. » Yɛsu waa kàtɛn a ba naa: « Kɔɔb in'yànwà mɛ, bɛ làkyer ayànwà la, ndüümà in'wal mɛ, bɛ làkyer ayàwal ya.","Et Jésus leur répondit: Il est vrai que vous boirez la coupe que je dois boire, et que vous serez baptisés du baptême dont je dois être baptisé;."
MRK.10.40,"Wɛɛ mubwaay u kɔɔ amɛ là ibaal itàkal là ikaar, kà mɛ anki an'kwo mupà: ikal abi byà ntɔn baar kàlɔ̈ɔ̈n Nzam bya. ».","mais pour ce qui est dêtre assis à ma droite ou à ma gauche, cela ne dépend pas de moi, et ne sera donné quà ceux à qui cela est réservé."
MRK.10.41,"Bàkwen bumwɛy bàwem ba ndaa ayin, ba bàmɛn Zyak anà Ywan ube.","Les dix, ayant entendu cela, commencèrent à sindigner contre Jacques et Jean."
MRK.10.42,"Apan Yɛsu kabel, waa kàtɛn a ba naa: « Bɛ, bɛ làkyàyöb naa baar bàfàmɛnà asànaa amfum a in'sɛŋ bàfasà ungyɛl a in'kɔl aba, baar an'köl an'köl bàfàswaŋ ba ikɔ̈b aba.","Jésus les appela, et leur dit: Vous savez que ceux quon regarde comme les chefs des nations les tyrannisent, et que les grands les dominent."
MRK.10.43,"Ya ikwe anki mukal abwɛy uboo abɛ. Wɛɛ isàkal naa mbuur akwen mukal wàkölàköl uboo abɛ, wɛy nde ukäl un'syääl abɛ.","Il nen est pas de même au milieu de vous. Mais quiconque veut être grand parmi vous, quil soit votre serviteur;."
MRK.10.44,"mbuur wanswà akwen mukal wàtàtwɛb uboo abɛ, nde akal un'sɔ a baar banswà.","et quiconque veut être le premier parmi vous, quil soit lesclave de tous."
MRK.10.45,"Lalan Mwan a mbuur kàyi anki ntɔn bun'syääl, wɛɛ nde kàyi ntɔn musyääl anà mupà mɔ̈ɔ̈ ande asànaa nkwiy ntɔn baar mbɔɔn. ».","Car le Fils de lhomme est venu, non pour être servi, mais pour servir et donner sa vie comme la rançon de plusieurs."
MRK.10.46,"Ba bàtöl Yɛlikɔ. Umpal kàkäl Yɛsu mutoo u bul alan anà alɔŋki ande anà un'sɛŋ a baar mbɔɔn, ikwàmii Bartimɛ, mwan baal a Timɛ, kàkäl aŋàbwaay ukɔl a mbwo mulɔɔmà.","Ils arrivèrent à Jéricho. Et, lorsque Jésus en sortit, avec ses disciples et une assez grande foule, le fils de Timée, Bartimée, mendiant aveugle, était assis au bord du chemin."
MRK.10.47,"Mpal kàwem nde naa awɛy Yɛsu un'nsi Nasàlɛr kàkäl, nde kàsɛmà mukuub in'kwɛŋ: « Mwan a David, Yɛsu, nsyääm! ».","Il entendit que cétait Jésus de Nazareth, et il se mit à crier; Fils de David, Jésus aie pitié de moi!."
MRK.10.48,"Bàmbɔɔn bun'swɛŋà naa nde ukäl akul, wɛɛ nde kàsöönà mulaal: « Mwan a David, nsyääm! ».","Plusieurs le reprenaient, pour le faire taire; mais il criait beaucoup plus fort; Fils de David, aie pitié de moi!."
MRK.10.49,"Yɛsu waa kàmbär, waa kàtɛn naa: « Lun'bel! » Ba bàbel ikwàmii, waa bàtɛn a nde naa: « Wal ibaal, mbarà, nde kàmabel. ».","Jésus sarrêta, et dit: Appelez-le. Ils appelèrent laveugle, en lui disant: Prends courage, lève-toi, il tappelle."
MRK.10.50,"Apàn, nde kàpiy kàzak ande, waa kàmbarà, kàparà ntiin mukyà akà Yɛsu.","Laveugle jeta son manteau, et, se levant dun bond, vint vers Jésus."
MRK.10.51,"Yɛsu kun'fuul naa: « Ininà ngye akwen mɛ mukyer ntɔn ngye? » Ikwàmii kun'fuur naa: « Un'lɔɔŋ, wɛy mɛ in'fàman! ».","Jésus, prenant la parole, lui dit: Que veux-tu que je te fasse? Rabbouni, lui répondit laveugle, que je recouvre la vue."
MRK.10.52,"Yɛsu kàtɛn a nde naa: « Kyen, làkwikilà angye làmatswà mɔ̈ɔ̈. » Apan sye nde waa kàfàman, waa kàyilabà Yɛsu u mbwo.","Et Jésus lui dit: Va, ta foi ta sauvé."
MRK.11.1,"Mpal bàtɔ̈l ba tsütsü a Yɛlusàlɛm, tsütsü a Bɛtfagɛ anà Bɛtani, mper a mɔŋ a In'te a Ɔlive, Yɛsu kàtöm abööl uboo alɔŋki ande.","Lorsquils approchèrent de Jérusalem, et quils furent près de Bethphagé et de Béthanie, vers la montagne des oliviers, Jésus envoya deux de ses disciples."
MRK.11.2,"waa kàtɛn a ba naa: « Làkyen u bul lanà kusà a bɛ: Pa làkàbilà bɛ uboo a la, bɛ làkàman mwan a ntsür bàfàbel naa anɛs, udu awa mbuur ŋàtàlaar anki. Làtsuuŋ wa, lan'twääl awà.","en leur disant: Allez au village qui est devant vous; dès que vous y serez entrés, vous trouverez un ânon attaché, sur lequel aucun homme ne sest encore assis; détachez-le, et amenez-le."
MRK.11.3,"Isàkal naa mbuur kan'tɛn a bɛ naa: Ntɔn nkye làkyerà bɛ abun? Lun'fuur naa: Mwol we anà mfun a wa, waa làgyägyä nde ayàfuur wa apà. ».",Si quelquun vous dit: Pourquoi faites-vous cela? Répondez: Le Seigneur en a besoin. Et à linstant il le laissera venir ici.
MRK.11.4,"Apan, ba waa bàkyen, waa bàmɛn mwan anɛ wàŋàbäm u nsà tsütsü a munàmbwo, u balàbal. Ba bàtsuuŋ wa.","les disciples, étant allés, trouvèrent lânon attaché dehors près dune porte, au contour du chemin, et ils le détachèrent."
MRK.11.5,Baar amwɛy bàkäl paa bafuul naa: « Ntɔn nkye làtsuuŋà bɛ mwan anɛ? ».,Quelques-uns de ceux qui étaient là leur dirent: Que faites-vous? Pourquoi détachez-vous cet ânon?.
MRK.11.6,"Ba bafuur asànaa kàtɛn Yɛsu, ba waa bawɛy musyen wa.",Ils répondirent comme Jésus lavait dit. Et on les laissa aller.
MRK.11.7,"Ba bàsyen mwan anɛ akà Yɛsu, waa bàyeel ipfɛy aba udu a wa, Yɛsu waa kàbwaay udu a wa.","Ils amenèrent à Jésus lânon, sur lequel ils jetèrent leurs vêtements, et Jésus sassit dessus."
MRK.11.8,"Baar mbɔɔn bàyeel ipfɛy aba u mbwo, bumwɛy ibwiy a nkay bàtsüülà ba kan'ywaŋ.","Beaucoup de gens étendirent leurs vêtements sur le chemin, et dautres des branches quils coupèrent dans les champs."
MRK.11.9,Baar bàyikyeenà kusà anà baar bàyilabà bàkäl muyisà in'kwɛŋ naa: « Ɔsana! Nsaak ikäl akà mbuur ayà kikɔb a Mwol!.,Ceux qui précédaient et ceux qui suivaient Jésus criaient: Hosanna! Béni soit celui qui vient au nom du Seigneur!.
MRK.11.10,"Nsaak ikal kà imwol kyan'yà, imwol a taaràbi David! Ɔsana kà ikal a dudu! ».","Béni soit le règne qui vient, le règne de David, notre père! Hosanna dans les lieux très hauts!."
MRK.11.11,"Yɛsu kàkyen Yɛlusàlɛm, waa kàbilà u ndwà a Nzam. Ungö muler indiir byanswà byàkäl apà nde, taaŋ sye làkäl làŋàkyà, waa kàtoo, kàkyen Bɛtani anà Bàkwem Aŋiyweel.","Jésus entra à Jérusalem, dans le temple. Quand il eut tout considéré, comme il était déjà tard, il sen alla à Béthanie avec les douze."
MRK.11.12,"Taaŋtyà, umpal bàtoo ba u Bɛtani, Yɛsu kàwen ngyal.","Le lendemain, après quils furent sortis de Béthanie, Jésus eut faim."
MRK.11.13,"Apan waa kàtääl un'te a an'fige kàkäl anà nkay, nde kàkàler wa naa nkye nde akyàman undiir mwɛy. Wɛɛ mpal kàsin nde tsütsü, nde kàmɛn nkay mpɛl, ntɔn la làkäl anki paŋà a an'fige.","Apercevant de loin un figuier qui avait des feuilles, il alla voir sil y trouverait quelque chose; et, sen étant approché, il ne trouva que des feuilles, car ce nétait pas la saison des figues."
MRK.11.14,Lalan kàtɛn nde a wa naa: « Wɛy mbuur mwɛy ukɔɔn asàdyà imbɛŋ angye akà ikikye! » Alɔŋki ande waa bàwem.,"Prenant alors la parole, il lui dit: Que jamais personne ne mange de ton fruit! Et ses disciples lentendirent."
MRK.11.15,"Ba bàtöl Yɛlusàlɛm. Yɛsu kàbilà u ndwà a Nzam, waa kàsɛmà muböŋ baar bàyäälà anà bàsöömà u ndwà a Nzam: nde kàbuum mɛsà a agyɛɛŋ a ngim anà an'kir a ayääl a nkokà.","Ils arrivèrent à Jérusalem, et Jésus entra dans le temple. Il se mit à chasser ceux qui vendaient et qui achetaient dans le temple; il renversa les tables des changeurs, et les sièges des vendeurs de pigeons;."
MRK.11.16,nde kàwɛy anki akà mbuur mwɛy mulyaaŋ anà undiir u ndwà a Nzam.,et il ne laissait personne transporter aucun objet à travers le temple.
MRK.11.17,"Nde kàlɔɔŋà, waa kàtɛɛnà a ba naa: « Nkye bàsön anki naa: Ndwà amɛ bàsabeelà ndwà a ngyamàkà ntɔn in'sɛŋ myanswà? Wɛɛ bɛ, bɛ ya làkyàbuul mboo a mbüüb! ».","Et il enseignait et disait: Nest-il pas écrit: Ma maison sera appelée une maison de prière pour toutes les nations? Mais vous, vous en avez fait une caverne de voleurs."
MRK.11.18,"Amfum a angaŋ anà alɔɔŋ a in'kɔɔn bàwem ba ndaa ayin, ba bàleŋà mbwo mukun'dwa. Ntɔn ba bun'weemà bɔɔmà, ntɔn an'lɔɔŋ ande màtü un'sɛŋ a baar.","Les principaux sacrificateurs et les scribes, layant entendu, cherchèrent les moyens de le faire périr; car ils le craignaient, parce que toute la foule était frappée de sa doctrine."
MRK.11.19,"Mpal làbü sisye, Yɛsu anà alɔŋki ande waa bàtoo u bul a kölàköl.","Quand le soir fut venu, Jésus sortit de la ville."
MRK.11.20,"Mpal bàkal ba mulyaaŋ u tutu, ba bàmɛn un'te a an'fige wàŋàyɔm tii kà in'swɛy awa.","Le matin, en passant, les disciples virent le figuier séché jusquaux racines."
MRK.11.21,"Petɔlà kàyɔbà nde, laa kàtɛn nde naa: « Un'lɔɔŋ, ler, un'te a an'fige akwà kàküül ngye kan'yɔm wanswà. ».","Pierre, se rappelant ce qui sétait passé, dit à Jésus: Rabbi, regarde, le figuier que tu as maudit a séché."
MRK.11.22,Yɛsu kafuur naa: « Làkäl anà làkwikilà akà Nzam.,"Jésus prit la parole, et leur dit: Ayez foi en Dieu."
MRK.11.23,"Ndandaa mɛ alàkyään, isàkal naa mbuur kan'tɛn a mɔŋ wà naa: Lwomà apan, kyen kàbü u ngyäl, ukɔɔn asà nkyɛɛr u mpem ande, wɛɛ nde usi làkwikilà naa ndaa kan'tɛn nde ikyer akwo, ya sye laa isàkwo ya ntɔn nde.","Je vous le dis en vérité, si quelquun dit à cette montagne: Ote-toi de là et jette-toi dans la mer, et sil ne doute point en son cœur, mais croit que ce quil dit arrive, il le verra saccomplir."
MRK.11.24,"Lalan mɛ alàkyään naa: indiir byanswà làlɔm bɛ unsà ngyamàkà, làkäl anà làkwikilà naa bɛ bya lan'wal, bya byàbɛ.","Cest pourquoi je vous dis: Tout ce que vous demanderez en priant, croyez que vous lavez reçu, et vous le verrez saccomplir."
MRK.11.25,"Umpal làwà bɛ umbäär u ngyamàkà, isàkal naa bɛ làwe anà nkir a mbuur, lun'dwääl nkul, waa Taaràbɛ awà u du uyàladwääl sye nkul a ibii abɛ. .","Et, lorsque vous êtes debout faisant votre prière, si vous avez quelque chose contre quelquun, pardonnez, afin que votre Père qui est dans les cieux vous pardonne aussi vos offenses."
MRK.11.26,"Wɛɛ bɛ làsàkɔɔn adwääl nkul a ibii, Taaràbɛ awà u du uyàladwääl anki sye nkul a ibii abɛ. ».","Mais si vous ne pardonnez pas, votre Père qui est dans les cieux ne vous pardonnera pas non plus vos offenses."
MRK.11.27,"Ba ban'yàfurà Yɛlusàlɛm. Umpal kàkäl Yɛsu muyiyoolà uboo a ndwà a Nzam, amfum a angaŋ, alɔɔŋ a in'kɔɔn anà andweer bàyàsin apà nde.","Ils se rendirent de nouveau à Jérusalem, et, pendant que Jésus se promenait dans le temple, les principaux sacrificateurs, les scribes et les anciens, vinrent à lui."
MRK.11.28,waa bàtɛn a nde naa: « Unsà ikɔ̈b nà akyerà ngye indiir abi? Itàkal naa nà kapɛ ikɔ̈b mukyer bya? ».,"et lui dirent: Par quelle autorité fais-tu ces choses, et qui ta donné lautorité de les faire?."
MRK.11.29,"Yɛsu kàtɛn a ba naa: « Mɛ alàsà mfuul mwɛy mpɛl, lan'fuur, waa mɛ in'yàtɛn a bɛ naa unsà ikɔ̈b nà mɛ in'kyerà indiir abi.","Jésus leur répondit: Je vous adresserai aussi une question; répondez-moi, et je vous dirai par quelle autorité je fais ces choses."
MRK.11.30,Nkye ndüümà a Ywan yàfü du lɛɛ akà baar? Lan'fuur! ».,"Le baptême de Jean venait-il du ciel, ou des hommes? Répondez-moi."
MRK.11.31,"Ba bàyweerà ba a ba naa: « Kya bi isàtɛn naa: U du, nde ayifuul naa: Ntɔn nkye mpa lun'si bɛ làkwikilà.","Mais ils raisonnèrent ainsi entre eux: Si nous répondons: Du ciel, il dira: Pourquoi donc navez-vous pas cru en lui?."
MRK.11.32,"Wɛɛ, nkye bi itɛn naa: Akà baar.? - Ba bàtiinà un'sɛŋ a baar bɔɔmà, ntɔn ba banswà bàsii naa Ywan kàkäl ŋangɔɔm ndandaa. ».","Et si nous répondons: Des hommes… Ils craignaient le peuple, car tous tenaient réellement Jean pour un prophète."
MRK.11.33,Lalan bàfuur ba akà Yɛsu naa: « Bi iyöb anki. » Apan Yɛsu waa kàtɛn a ba naa: « Mɛ sye alàkyään anki unsà ikɔ̈b nà mɛ in'kyerà indiir abi. ».,"Alors ils répondirent à Jésus: Nous ne savons. Et Jésus leur dit: Moi non plus, je ne vous dirai pas par quelle autorité je fais ces choses."
MRK.12.1,"Apan Yɛsu kàsɛmà muyääm a ba unsà nsim naa: « Mbuur mwɛy kàkön ywaŋ a vin. Nde kàdiŋà la a làpaŋ. Nde kàtöŋ ikal mukaam mbɛŋ anà ndwà a ikyɛɛŋ. Ungö apan nde kàpɛ la akà baar musyääl a la, waa kàkyen.","Jésus se mit ensuite à leur parler en paraboles. Un homme planta une vigne. Il lentoura dune haie, creusa un pressoir, et bâtit une tour; puis il lafferma à des vignerons, et quitta le pays."
MRK.12.2,"Utaaŋ mubwo, nde kàtöm un'syääl ande mwɛy akà baar bàfàkyer vin ntɔn muwal akà ba kab a isaa lànde.","Au temps de la récolte, il envoya un serviteur vers les vignerons, pour recevoir deux une part du produit de la vigne."
MRK.12.3,"Baar abà bàtɛ un'syääl awà mpi, bun'düb, waa bun'fuur an'kɔɔ ipɔl.","Sétant saisis de lui, ils le battirent, et le renvoyèrent à vide."
MRK.12.4,"Nde kàfatööm un'syääl asin. Awà sye, ba bun'düb kun'tswe, waa bun'tö.","Il envoya de nouveau vers eux un autre serviteur; ils le frappèrent à la tête, et loutragèrent."
MRK.12.5,"Nde kàtöm wàsin, wawun sye ba bàkyer un'dwà, anà bàsin sye mbɔɔn: bumwɛy bàkyer adüb, bumwɛy bàkyer adwa.","Il en envoya un troisième, quils tuèrent; puis plusieurs autres, quils battirent ou tuèrent."
MRK.12.6,"Nde kàsàsal awà nà mwan ande mwɛy mpɛl wà nkween. Nde kun'töm ungöngö, waa kàtɛn naa: Ba bàyàkàkömà mwan amɛ.","Il avait encore un fils bien-aimé; il lenvoya vers eux le dernier, en disant: Ils auront du respect pour mon fils."
MRK.12.7,"Wɛɛ baar bàfàkyer vin bàtɛn ba a ba naa: Le ikyee ande. Làyi bi kun'dwä, waa ywaŋ làyàkal làbi.","Mais ces vignerons dirent entre eux: Voici lhéritier; venez, tuons-le, et lhéritage sera à nous."
MRK.12.8,"Apan, ba bun'tɛ mpi, bun'dwä, waa bun'tɔɔm unsà a ywaŋ a vin. ».","Et ils se saisirent de lui, le tuèrent, et le jetèrent hors de la vigne."
MRK.12.9,"« Apan ŋàywaŋ asàkyer aben? Nde akyer asàyà, akyɛr asàswaŋ baar mukadwa, waa usàpà ywaŋ akà baar asin.","Maintenant, que fera le maître de la vigne? Il viendra, fera périr les vignerons, et il donnera la vigne à dautres."
MRK.12.10,"Nkye bɛ làtäŋ anki itiir a ndaa ki uboo a Ndaa Aŋàsɔn: Nkɔŋ bàpiy atööŋ, yàkyàbulà nkɔŋ a twɛrà.",Navez-vous pas lu cette parole de lÉcriture: La pierre quont rejetée ceux qui bâtissaient Est devenue la principale de langle;.
MRK.12.11,Ayi ndaa yàfü akà Mwol: ya yà ndaa ubem u mii a bi! ».,"Cest par la volonté du Seigneur quelle lest devenue, Et cest un prodige à nos yeux?."
MRK.12.12,"Ba bàleŋà ipöl mukun'kɔr, wɛɛ ba bàtiinà un'seŋ bɔɔmà. Ba bàkyer ayɔ̈b naa nde nsim ayi kàtɛ ntɔn ba. Apan ba bàsun'wɛy, waa bàkyen.","Ils cherchaient à se saisir de lui, mais ils craignaient la foule. Ils avaient compris que cétait pour eux que Jésus avait dit cette parabole. Et ils le quittèrent, et sen allèrent."
MRK.12.13,"Ungö apan, ba bun'tööm Amfarisi amwɛy anà baar a Ɛlɔdi ntɔn ba bun'lwɛb ndaa u mbwo a ntɛɛn ande ŋakwo.","Ils envoyèrent auprès de Jésus quelques-uns des pharisiens et des hérodiens, afin de le surprendre par ses propres paroles."
MRK.12.14,"Ba bàyàtɛn a nde naa: « Un'lɔɔŋ, bi ikyàyöb naa ngye awà swalaa anà ngye afàlab anki ukwen a mbuur mwɛy: ngye afàler anki ntabwey a baar, wɛɛ ngye afàlɔŋ mbwo a Nzam unsà ndandaa. Nkye bàkyàpà mbwo, lɛɛ tɛy, mufur itɛr akà Sɛzar? Nkye bi ikyer afur lɛɛ ifur anki? ».","Et ils vinrent lui dire: Maître, nous savons que tu es vrai, et que tu ne tinquiètes de personne; car tu ne regardes pas à lapparence des hommes, et tu enseignes la voie de Dieu selon la vérité. Est-il permis, ou non, de payer le tribut à César? Devons-nous payer, ou ne pas payer?."
MRK.12.15,"Wɛɛ nde, abà kàyöb nde mpem yweel aba, nde kàtɛn a ba naa: « Ntɔn nkye làman'lwab bɛ? Lan'twääl itɛr a ngim, mɛ in'kwen muman kya. ».","Jésus, connaissant leur hypocrisie, leur répondit: Pourquoi me tentez-vous? Apportez-moi un denier, afin que je le voie."
MRK.12.16,Ba bun'twääl imwɛy. Yɛsu waa kafuul naa: « Ntabwey anà ikɔb ki udu akya byà nà? » Ba bàfuur naa: « Byà Sɛzar. ».,"Ils en apportèrent un; et Jésus leur demanda: De qui sont cette effigie et cette inscription? De César, lui répondirent-ils."
MRK.12.17,"Yɛsu waa kàtɛn a ba naa: « Làpɛ indiir a Sɛzar akà Sɛzar, indiir a Nzam akà Nzam. » Ba bàkyer abemà ntɔn nde.","Alors il leur dit: Rendez à César ce qui est à César, et à Dieu ce qui est à Dieu. Et ils furent à son égard dans létonnement."
MRK.12.18,Asadusu amwɛy ban'yà akà Yɛsu. Baar abà bàfàtɛn naa akü bàfàwiyà anki. Ba bun'fuulà abà:.,"Les sadducéens, qui disent quil ny a point de résurrection, vinrent auprès de Jésus, et lui firent cette question:."
MRK.12.19,"« Un'lɔɔŋ, Mɔsɛ kàsɔn abà ntɔn bi: Isàkal naa baal mwɛy un'tɔŋ ande kan'kwà, kan'sàwɛy un'kaar, ukɔɔn awɛy baan, wɛy nde ubääl un'kweel un'dim awà ntɔn mupà un'tɔŋ ande mbɛŋ.","Maître, voici ce que Moïse nous a prescrit: Si le frère de quelquun meurt, et laisse une femme, sans avoir denfants, son frère épousera sa veuve, et suscitera une postérité à son frère."
MRK.12.20,"Bàkäl anà atɔŋ nsambwaar. Wàtàtwɛb kàkyer abääl, waa kàkü ukɔɔn asàwɛy mwan.","Or, il y avait sept frères. Le premier se maria, et mourut sans laisser de postérité."
MRK.12.21,"Wàyweel kàbääl un'kaar awun, waa kàkü ukɔɔn asàwɛy mwan. Wàtär sye abun.","Le second prit la veuve pour femme, et mourut sans laisser de postérité. Il en fut de même du troisième."
